"","BAIRRO","NM_VOTAVEL","votos_bairro","votos_cand","freq_cand"
"143","BOM JESUS","SEBASTIÃO DE ARAÚJO MELO",7438,1908,25.6520570045711
"144","BOM JESUS","VALTER LUIS DA COSTA NAGELSTEIN",7438,162,2.17800484001076
"145","CAMAQUÃ","FERNANDA MELCHIONNA E SILVA",5522,209,3.78486055776892
"146","CAMAQUÃ","GUSTAVO BOHRER PAIM",5522,75,1.35820354943861
"147","CAMAQUÃ","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",5522,125,2.26367258239768
"148","CAMAQUÃ","JULIANA BRIZOLA",5522,391,7.08076783773995
"149","CAMAQUÃ","JULIO CESAR LEIRIAS FLORES",5522,7,0.12676566461427
"150","CAMAQUÃ","LUIZ DELVAIR MARTINS BARROS",5522,1,0.0181093806591815
"151","CAMAQUÃ","MANUELA PINTO VIEIRA D AVILA",5522,1647,29.8261499456719
"152","CAMAQUÃ","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",5522,15,0.271640709887722
"153","CAMAQUÃ","NELSON MARCHEZAN JÚNIOR",5522,1131,20.4817095255342
"154","CAMAQUÃ","RODRIGO MARINI MARONI",5522,42,0.760593987685621
"155","CAMAQUÃ","SEBASTIÃO DE ARAÚJO MELO",5522,1758,31.836291198841
"156","CAMAQUÃ","VALTER LUIS DA COSTA NAGELSTEIN",5522,121,2.19123505976096
"157","CAMPO NOVO","FERNANDA MELCHIONNA E SILVA",2121,66,3.11173974540311
"158","CAMPO NOVO","GUSTAVO BOHRER PAIM",2121,37,1.74446016030174
"159","CAMPO NOVO","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",2121,84,3.96039603960396
"160","CAMPO NOVO","JULIANA BRIZOLA",2121,143,6.74210278170674
"161","CAMPO NOVO","JULIO CESAR LEIRIAS FLORES",2121,2,0.0942951438000943
"162","CAMPO NOVO","MANUELA PINTO VIEIRA D AVILA",2121,601,28.3356907119283
"163","CAMPO NOVO","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",2121,3,0.141442715700141
"164","CAMPO NOVO","NELSON MARCHEZAN JÚNIOR",2121,375,17.6803394625177
"165","CAMPO NOVO","RODRIGO MARINI MARONI",2121,10,0.471475719000471
"166","CAMPO NOVO","SEBASTIÃO DE ARAÚJO MELO",2121,753,35.5021216407355
"167","CAMPO NOVO","VALTER LUIS DA COSTA NAGELSTEIN",2121,47,2.21593587930222
"168","CASCATA","FERNANDA MELCHIONNA E SILVA",1458,51,3.49794238683128
"169","CASCATA","GUSTAVO BOHRER PAIM",1458,13,0.891632373113855
"170","CASCATA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",1458,72,4.93827160493827
"171","CASCATA","JULIANA BRIZOLA",1458,113,7.75034293552812
"172","CASCATA","JULIO CESAR LEIRIAS FLORES",1458,4,0.274348422496571
"173","CASCATA","MANUELA PINTO VIEIRA D AVILA",1458,513,35.1851851851852
"174","CASCATA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",1458,2,0.137174211248285
"175","CASCATA","NELSON MARCHEZAN JÚNIOR",1458,339,23.2510288065844
"176","CASCATA","RODRIGO MARINI MARONI",1458,8,0.548696844993141
"177","CASCATA","SEBASTIÃO DE ARAÚJO MELO",1458,325,22.2908093278464
"178","CASCATA","VALTER LUIS DA COSTA NAGELSTEIN",1458,18,1.23456790123457
"179","CAVALHADA","FERNANDA MELCHIONNA E SILVA",15897,726,4.56689941498396
"180","CAVALHADA","GUSTAVO BOHRER PAIM",15897,199,1.25180851733031
"181","CAVALHADA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",15897,477,3.00056614455558
"182","CAVALHADA","JULIANA BRIZOLA",15897,1156,7.27181229162735
"183","CAVALHADA","JULIO CESAR LEIRIAS FLORES",15897,40,0.251619802478455
"184","CAVALHADA","LUIZ DELVAIR MARTINS BARROS",15897,4,0.0251619802478455
"185","CAVALHADA","MANUELA PINTO VIEIRA D AVILA",15897,4687,29.483550355413
"186","CAVALHADA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",15897,18,0.113228911115305
"187","CAVALHADA","NELSON MARCHEZAN JÚNIOR",15897,3086,19.4124677612128
"188","CAVALHADA","RODRIGO MARINI MARONI",15897,77,0.484368119771026
"189","CAVALHADA","SEBASTIÃO DE ARAÚJO MELO",15897,5033,31.6600616468516
"190","CAVALHADA","VALTER LUIS DA COSTA NAGELSTEIN",15897,394,2.47845505441278
"191","CENTRO HISTÓRICO","FERNANDA MELCHIONNA E SILVA",23954,1415,5.9071553811472
"192","CENTRO HISTÓRICO","GUSTAVO BOHRER PAIM",23954,303,1.26492443850714
"193","CENTRO HISTÓRICO","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",23954,473,1.97461801786758
"194","CENTRO HISTÓRICO","JULIANA BRIZOLA",23954,1334,5.56900726392252
"195","CENTRO HISTÓRICO","JULIO CESAR LEIRIAS FLORES",23954,41,0.171161392669283
"196","CENTRO HISTÓRICO","LUIZ DELVAIR MARTINS BARROS",23954,11,0.0459213492527344
"197","CENTRO HISTÓRICO","MANUELA PINTO VIEIRA D AVILA",23954,8235,34.3783919178425
"198","CENTRO HISTÓRICO","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",23954,71,0.296401436085831
"199","CENTRO HISTÓRICO","NELSON MARCHEZAN JÚNIOR",23954,4530,18.9112465558988
"200","CENTRO HISTÓRICO","RODRIGO MARINI MARONI",23954,90,0.375720130249645
"201","CENTRO HISTÓRICO","SEBASTIÃO DE ARAÚJO MELO",23954,6721,28.0579443934207
"202","CENTRO HISTÓRICO","VALTER LUIS DA COSTA NAGELSTEIN",23954,730,3.04750772313601
"203","CHÁCARA DAS PEDRAS","FERNANDA MELCHIONNA E SILVA",4506,189,4.19440745672437
"204","CHÁCARA DAS PEDRAS","GUSTAVO BOHRER PAIM",4506,64,1.42032845095428
"205","CHÁCARA DAS PEDRAS","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",4506,102,2.26364846870839
"206","CHÁCARA DAS PEDRAS","JULIANA BRIZOLA",4506,256,5.68131380381713
"207","CHÁCARA DAS PEDRAS","MANUELA PINTO VIEIRA D AVILA",4506,1069,23.7239236573458
"208","CHÁCARA DAS PEDRAS","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",4506,13,0.288504216600089
"209","CHÁCARA DAS PEDRAS","NELSON MARCHEZAN JÚNIOR",4506,1069,23.7239236573458
"210","CHÁCARA DAS PEDRAS","RODRIGO MARINI MARONI",4506,24,0.532623169107856
"211","CHÁCARA DAS PEDRAS","SEBASTIÃO DE ARAÚJO MELO",4506,1517,33.6662228140257
"212","CHÁCARA DAS PEDRAS","VALTER LUIS DA COSTA NAGELSTEIN",4506,203,4.50510430537062
"213","CHAPÉU DO SOL","FERNANDA MELCHIONNA E SILVA",1454,43,2.95735900962861
"214","CHAPÉU DO SOL","GUSTAVO BOHRER PAIM",1454,12,0.825309491059147
"215","CHAPÉU DO SOL","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",1454,75,5.15818431911967
"216","CHAPÉU DO SOL","JULIANA BRIZOLA",1454,101,6.94635488308116
"217","CHAPÉU DO SOL","JULIO CESAR LEIRIAS FLORES",1454,5,0.343878954607978
"218","CHAPÉU DO SOL","LUIZ DELVAIR MARTINS BARROS",1454,1,0.0687757909215956
"219","CHAPÉU DO SOL","MANUELA PINTO VIEIRA D AVILA",1454,457,31.4305364511692
"220","CHAPÉU DO SOL","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",1454,1,0.0687757909215956
"221","CHAPÉU DO SOL","NELSON MARCHEZAN JÚNIOR",1454,290,19.9449793672627
"222","CHAPÉU DO SOL","RODRIGO MARINI MARONI",1454,8,0.550206327372765
"223","CHAPÉU DO SOL","SEBASTIÃO DE ARAÚJO MELO",1454,434,29.8486932599725
"224","CHAPÉU DO SOL","VALTER LUIS DA COSTA NAGELSTEIN",1454,27,1.85694635488308
"225","CIDADE BAIXA","FERNANDA MELCHIONNA E SILVA",8372,583,6.96368848542762
"226","CIDADE BAIXA","GUSTAVO BOHRER PAIM",8372,83,0.991399904443383
"227","CIDADE BAIXA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",8372,122,1.45723841376015
"228","CIDADE BAIXA","JULIANA BRIZOLA",8372,492,5.87673196368849
"229","CIDADE BAIXA","JULIO CESAR LEIRIAS FLORES",8372,13,0.15527950310559
"230","CIDADE BAIXA","LUIZ DELVAIR MARTINS BARROS",8372,6,0.0716674629718108
"231","CIDADE BAIXA","MANUELA PINTO VIEIRA D AVILA",8372,3304,39.4648829431438
"232","CIDADE BAIXA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",8372,25,0.298614429049212
"233","CIDADE BAIXA","NELSON MARCHEZAN JÚNIOR",8372,1414,16.8896321070234
"234","CIDADE BAIXA","RODRIGO MARINI MARONI",8372,28,0.334448160535117
"235","CIDADE BAIXA","SEBASTIÃO DE ARAÚJO MELO",8372,2088,24.9402771141902
"236","CIDADE BAIXA","VALTER LUIS DA COSTA NAGELSTEIN",8372,214,2.55613951266125
"237","CORONEL APARÍCIO BORGES","FERNANDA MELCHIONNA E SILVA",2741,116,4.23203210507114
"238","CORONEL APARÍCIO BORGES","GUSTAVO BOHRER PAIM",2741,32,1.16745713243342
"239","CORONEL APARÍCIO BORGES","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",2741,139,5.07114191900766
"240","CORONEL APARÍCIO BORGES","JULIANA BRIZOLA",2741,200,7.29660707770886
"241","CORONEL APARÍCIO BORGES","JULIO CESAR LEIRIAS FLORES",2741,2,0.0729660707770887
"242","CORONEL APARÍCIO BORGES","MANUELA PINTO VIEIRA D AVILA",2741,965,35.2061291499453
"243","CORONEL APARÍCIO BORGES","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",2741,4,0.145932141554177
"244","CORONEL APARÍCIO BORGES","NELSON MARCHEZAN JÚNIOR",2741,428,15.614739146297
"245","CORONEL APARÍCIO BORGES","RODRIGO MARINI MARONI",2741,17,0.620211601605254
"246","CORONEL APARÍCIO BORGES","SEBASTIÃO DE ARAÚJO MELO",2741,763,27.8365560014593
"247","CORONEL APARÍCIO BORGES","VALTER LUIS DA COSTA NAGELSTEIN",2741,75,2.73622765414082
"248","COSTA E SILVA","FERNANDA MELCHIONNA E SILVA",1933,76,3.93171236420072
"249","COSTA E SILVA","GUSTAVO BOHRER PAIM",1933,35,1.81065700982928
"250","COSTA E SILVA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",1933,76,3.93171236420072
"251","COSTA E SILVA","JULIANA BRIZOLA",1933,161,8.32902224521469
"252","COSTA E SILVA","JULIO CESAR LEIRIAS FLORES",1933,5,0.258665287118469
"253","COSTA E SILVA","MANUELA PINTO VIEIRA D AVILA",1933,541,27.9875840662183
"254","COSTA E SILVA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",1933,3,0.155199172271081
"255","COSTA E SILVA","NELSON MARCHEZAN JÚNIOR",1933,412,21.3140196585618
"256","COSTA E SILVA","RODRIGO MARINI MARONI",1933,10,0.517330574236937
"257","COSTA E SILVA","SEBASTIÃO DE ARAÚJO MELO",1933,574,29.6947749612002
"258","COSTA E SILVA","VALTER LUIS DA COSTA NAGELSTEIN",1933,40,2.06932229694775
"259","CRISTAL","FERNANDA MELCHIONNA E SILVA",13459,552,4.10134482502415
"260","CRISTAL","GUSTAVO BOHRER PAIM",13459,167,1.24080540901999
"261","CRISTAL","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",13459,427,3.17259826138643
"262","CRISTAL","JULIANA BRIZOLA",13459,899,6.67954528568244
"263","CRISTAL","JULIO CESAR LEIRIAS FLORES",13459,28,0.208039230254848
"264","CRISTAL","LUIZ DELVAIR MARTINS BARROS",13459,1,0.00742997250910172
"265","CRISTAL","MANUELA PINTO VIEIRA D AVILA",13459,3944,29.3038115758972
"266","CRISTAL","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",13459,29,0.21546920276395
"267","CRISTAL","NELSON MARCHEZAN JÚNIOR",13459,2680,19.9123263243926
"268","CRISTAL","RODRIGO MARINI MARONI",13459,61,0.453228323055205
"269","CRISTAL","SEBASTIÃO DE ARAÚJO MELO",13459,4287,31.8522921465191
"270","CRISTAL","VALTER LUIS DA COSTA NAGELSTEIN",13459,384,2.85310944349506
"271","CRISTO REDENTOR","FERNANDA MELCHIONNA E SILVA",13666,589,4.30996633982145
"272","CRISTO REDENTOR","GUSTAVO BOHRER PAIM",13666,167,1.22201082979658
"273","CRISTO REDENTOR","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",13666,371,2.71476657397922
"274","CRISTO REDENTOR","JULIANA BRIZOLA",13666,770,5.63442119127762
"275","CRISTO REDENTOR","JULIO CESAR LEIRIAS FLORES",13666,17,0.12439631201522
"276","CRISTO REDENTOR","LUIZ DELVAIR MARTINS BARROS",13666,3,0.0219522903556271
"277","CRISTO REDENTOR","MANUELA PINTO VIEIRA D AVILA",13666,3269,23.920679057515
"278","CRISTO REDENTOR","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",13666,25,0.182935752963559
"279","CRISTO REDENTOR","NELSON MARCHEZAN JÚNIOR",13666,3420,25.0256110054149
"280","CRISTO REDENTOR","RODRIGO MARINI MARONI",13666,70,0.512220108297966
"281","CRISTO REDENTOR","SEBASTIÃO DE ARAÚJO MELO",13666,4434,32.4454851456169
"282","CRISTO REDENTOR","VALTER LUIS DA COSTA NAGELSTEIN",13666,531,3.885555392946
"283","ESPÍRITO SANTO","FERNANDA MELCHIONNA E SILVA",1444,47,3.25484764542936
"284","ESPÍRITO SANTO","GUSTAVO BOHRER PAIM",1444,14,0.969529085872576
"285","ESPÍRITO SANTO","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",1444,23,1.59279778393352
"286","ESPÍRITO SANTO","JULIANA BRIZOLA",1444,112,7.75623268698061
"287","ESPÍRITO SANTO","JULIO CESAR LEIRIAS FLORES",1444,1,0.0692520775623269
"288","ESPÍRITO SANTO","MANUELA PINTO VIEIRA D AVILA",1444,417,28.8781163434903
"289","ESPÍRITO SANTO","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",1444,1,0.0692520775623269
"290","ESPÍRITO SANTO","NELSON MARCHEZAN JÚNIOR",1444,243,16.8282548476454
"291","ESPÍRITO SANTO","RODRIGO MARINI MARONI",1444,10,0.692520775623269
"292","ESPÍRITO SANTO","SEBASTIÃO DE ARAÚJO MELO",1444,547,37.8808864265928
"293","ESPÍRITO SANTO","VALTER LUIS DA COSTA NAGELSTEIN",1444,29,2.00831024930748
"294","EXTREMA","FERNANDA MELCHIONNA E SILVA",123,1,0.813008130081301
"295","EXTREMA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",123,3,2.4390243902439
"296","EXTREMA","JULIANA BRIZOLA",123,10,8.13008130081301
"297","EXTREMA","JULIO CESAR LEIRIAS FLORES",123,1,0.813008130081301
"298","EXTREMA","MANUELA PINTO VIEIRA D AVILA",123,28,22.7642276422764
"299","EXTREMA","NELSON MARCHEZAN JÚNIOR",123,35,28.4552845528455
"300","EXTREMA","RODRIGO MARINI MARONI",123,1,0.813008130081301
"301","EXTREMA","SEBASTIÃO DE ARAÚJO MELO",123,39,31.7073170731707
"302","EXTREMA","VALTER LUIS DA COSTA NAGELSTEIN",123,5,4.0650406504065
"303","FARRAPOS","FERNANDA MELCHIONNA E SILVA",4257,126,2.95983086680761
"304","FARRAPOS","GUSTAVO BOHRER PAIM",4257,37,0.869156683110171
"305","FARRAPOS","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",4257,174,4.08738548273432
"306","FARRAPOS","JULIANA BRIZOLA",4257,352,8.2687338501292
"307","FARRAPOS","JULIO CESAR LEIRIAS FLORES",4257,2,0.0469814423302795
"308","FARRAPOS","LUIZ DELVAIR MARTINS BARROS",4257,2,0.0469814423302795
"309","FARRAPOS","MANUELA PINTO VIEIRA D AVILA",4257,1285,30.1855766972046
"310","FARRAPOS","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",4257,5,0.117453605825699
"311","FARRAPOS","NELSON MARCHEZAN JÚNIOR",4257,999,23.4672304439746
"312","FARRAPOS","RODRIGO MARINI MARONI",4257,19,0.446323702137656
"313","FARRAPOS","SEBASTIÃO DE ARAÚJO MELO",4257,1173,27.554615926709
"314","FARRAPOS","VALTER LUIS DA COSTA NAGELSTEIN",4257,83,1.9497298567066
"315","FARROUPILHA","FERNANDA MELCHIONNA E SILVA",2369,143,6.0363022372309
"316","FARROUPILHA","GUSTAVO BOHRER PAIM",2369,25,1.05529759392149
"317","FARROUPILHA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",2369,18,0.75981426762347
"318","FARROUPILHA","JULIANA BRIZOLA",2369,97,4.09455466441536
"319","FARROUPILHA","JULIO CESAR LEIRIAS FLORES",2369,1,0.0422119037568594
"320","FARROUPILHA","LUIZ DELVAIR MARTINS BARROS",2369,2,0.0844238075137189
"321","FARROUPILHA","MANUELA PINTO VIEIRA D AVILA",2369,887,37.4419586323343
"322","FARROUPILHA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",2369,9,0.379907133811735
"323","FARROUPILHA","NELSON MARCHEZAN JÚNIOR",2369,433,18.2777543267201
"324","FARROUPILHA","RODRIGO MARINI MARONI",2369,5,0.211059518784297
"325","FARROUPILHA","SEBASTIÃO DE ARAÚJO MELO",2369,642,27.1000422119038
"326","FARROUPILHA","VALTER LUIS DA COSTA NAGELSTEIN",2369,107,4.51667370198396
"327","FLORESTA","FERNANDA MELCHIONNA E SILVA",9103,403,4.42711194111831
"328","FLORESTA","GUSTAVO BOHRER PAIM",9103,114,1.25233439525431
"329","FLORESTA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",9103,153,1.68076458310447
"330","FLORESTA","JULIANA BRIZOLA",9103,509,5.59156322091618
"331","FLORESTA","JULIO CESAR LEIRIAS FLORES",9103,14,0.153795452048775
"332","FLORESTA","LUIZ DELVAIR MARTINS BARROS",9103,1,0.0109853894320554
"333","FLORESTA","MANUELA PINTO VIEIRA D AVILA",9103,2272,24.9588047896298
"334","FLORESTA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",9103,21,0.230693178073163
"335","FLORESTA","NELSON MARCHEZAN JÚNIOR",9103,2063,22.6628583983302
"336","FLORESTA","RODRIGO MARINI MARONI",9103,38,0.417444798418104
"337","FLORESTA","SEBASTIÃO DE ARAÚJO MELO",9103,3119,34.2634296385807
"338","FLORESTA","VALTER LUIS DA COSTA NAGELSTEIN",9103,396,4.35021421509393
"339","GLÓRIA","FERNANDA MELCHIONNA E SILVA",10200,462,4.52941176470588
"340","GLÓRIA","GUSTAVO BOHRER PAIM",10200,164,1.6078431372549
"341","GLÓRIA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",10200,362,3.54901960784314
"342","GLÓRIA","JULIANA BRIZOLA",10200,788,7.72549019607843
"343","GLÓRIA","JULIO CESAR LEIRIAS FLORES",10200,12,0.117647058823529
"344","GLÓRIA","LUIZ DELVAIR MARTINS BARROS",10200,2,0.0196078431372549
"345","GLÓRIA","MANUELA PINTO VIEIRA D AVILA",10200,3147,30.8529411764706
"346","GLÓRIA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",10200,31,0.303921568627451
"347","GLÓRIA","NELSON MARCHEZAN JÚNIOR",10200,2071,20.3039215686275
"348","GLÓRIA","RODRIGO MARINI MARONI",10200,55,0.53921568627451
"349","GLÓRIA","SEBASTIÃO DE ARAÚJO MELO",10200,2814,27.5882352941176
"350","GLÓRIA","VALTER LUIS DA COSTA NAGELSTEIN",10200,292,2.86274509803922
"351","GUARUJÁ","FERNANDA MELCHIONNA E SILVA",3381,165,4.88021295474712
"352","GUARUJÁ","GUSTAVO BOHRER PAIM",3381,30,0.887311446317657
"353","GUARUJÁ","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",3381,73,2.15912451937297
"354","GUARUJÁ","JULIANA BRIZOLA",3381,222,6.56610470275067
"355","GUARUJÁ","JULIO CESAR LEIRIAS FLORES",3381,10,0.295770482105886
"356","GUARUJÁ","MANUELA PINTO VIEIRA D AVILA",3381,927,27.4179236912156
"357","GUARUJÁ","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",3381,8,0.236616385684709
"358","GUARUJÁ","NELSON MARCHEZAN JÚNIOR",3381,628,18.5743862762496
"359","GUARUJÁ","RODRIGO MARINI MARONI",3381,22,0.650695060632949
"360","GUARUJÁ","SEBASTIÃO DE ARAÚJO MELO",3381,1214,35.9065365276545
"361","GUARUJÁ","VALTER LUIS DA COSTA NAGELSTEIN",3381,82,2.42531795326826
"362","HIGIENÓPOLIS","FERNANDA MELCHIONNA E SILVA",9373,345,3.68078523418329
"363","HIGIENÓPOLIS","GUSTAVO BOHRER PAIM",9373,134,1.42963832284221
"364","HIGIENÓPOLIS","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",9373,139,1.48298303638109
"365","HIGIENÓPOLIS","JULIANA BRIZOLA",9373,474,5.05707884348661
"366","HIGIENÓPOLIS","JULIO CESAR LEIRIAS FLORES",9373,10,0.106689427077777
"367","HIGIENÓPOLIS","LUIZ DELVAIR MARTINS BARROS",9373,2,0.0213378854155553
"368","HIGIENÓPOLIS","MANUELA PINTO VIEIRA D AVILA",9373,2057,21.9460151498986
"369","HIGIENÓPOLIS","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",9373,22,0.234716739571109
"370","HIGIENÓPOLIS","NELSON MARCHEZAN JÚNIOR",9373,2480,26.4589779152886
"371","HIGIENÓPOLIS","RODRIGO MARINI MARONI",9373,22,0.234716739571109
"372","HIGIENÓPOLIS","SEBASTIÃO DE ARAÚJO MELO",9373,3224,34.3966712898752
"373","HIGIENÓPOLIS","VALTER LUIS DA COSTA NAGELSTEIN",9373,464,4.95038941640883
"374","HÍPICA","FERNANDA MELCHIONNA E SILVA",6893,350,5.07761497171043
"375","HÍPICA","GUSTAVO BOHRER PAIM",6893,90,1.30567242129697
"376","HÍPICA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",6893,253,3.67039025097925
"377","HÍPICA","JULIANA BRIZOLA",6893,494,7.16669084578558
"378","HÍPICA","JULIO CESAR LEIRIAS FLORES",6893,14,0.203104598868417
"379","HÍPICA","MANUELA PINTO VIEIRA D AVILA",6893,2108,30.5817496010445
"380","HÍPICA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",6893,12,0.174089656172929
"381","HÍPICA","NELSON MARCHEZAN JÚNIOR",6893,1348,19.556071376759
"382","HÍPICA","RODRIGO MARINI MARONI",6893,36,0.522268968518787
"383","HÍPICA","SEBASTIÃO DE ARAÚJO MELO",6893,1980,28.7247932685333
"384","HÍPICA","VALTER LUIS DA COSTA NAGELSTEIN",6893,208,3.01755404033077
"385","HUMAITÁ","FERNANDA MELCHIONNA E SILVA",7838,247,3.15131411074254
"386","HUMAITÁ","GUSTAVO BOHRER PAIM",7838,67,0.854809900484818
"387","HUMAITÁ","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",7838,255,3.25338096453177
"388","HUMAITÁ","JULIANA BRIZOLA",7838,690,8.80326613932126
"389","HUMAITÁ","JULIO CESAR LEIRIAS FLORES",7838,14,0.178616994131156
"390","HUMAITÁ","LUIZ DELVAIR MARTINS BARROS",7838,1,0.012758356723654
"391","HUMAITÁ","MANUELA PINTO VIEIRA D AVILA",7838,2226,28.4001020668538
"392","HUMAITÁ","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",7838,17,0.216892064302118
"393","HUMAITÁ","NELSON MARCHEZAN JÚNIOR",7838,1927,24.5853534064812
"394","HUMAITÁ","RODRIGO MARINI MARONI",7838,45,0.57412605256443
"395","HUMAITÁ","SEBASTIÃO DE ARAÚJO MELO",7838,2193,27.9790762949732
"396","HUMAITÁ","VALTER LUIS DA COSTA NAGELSTEIN",7838,156,1.99030364889002
"397","INDEPENDÊNCIA","FERNANDA MELCHIONNA E SILVA",4508,259,5.74534161490683
"398","INDEPENDÊNCIA","GUSTAVO BOHRER PAIM",4508,51,1.13132209405501
"399","INDEPENDÊNCIA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",4508,58,1.2866015971606
"400","INDEPENDÊNCIA","JULIANA BRIZOLA",4508,214,4.74711623779947
"401","INDEPENDÊNCIA","JULIO CESAR LEIRIAS FLORES",4508,6,0.133096716947649
"402","INDEPENDÊNCIA","LUIZ DELVAIR MARTINS BARROS",4508,3,0.0665483584738243
"403","INDEPENDÊNCIA","MANUELA PINTO VIEIRA D AVILA",4508,1522,33.7622005323869
"404","INDEPENDÊNCIA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",4508,16,0.354924578527063
"405","INDEPENDÊNCIA","NELSON MARCHEZAN JÚNIOR",4508,899,19.9423247559894
"406","INDEPENDÊNCIA","RODRIGO MARINI MARONI",4508,17,0.377107364685004
"407","INDEPENDÊNCIA","SEBASTIÃO DE ARAÚJO MELO",4508,1315,29.170363797693
"408","INDEPENDÊNCIA","VALTER LUIS DA COSTA NAGELSTEIN",4508,148,3.28305235137533
"409","IPANEMA","FERNANDA MELCHIONNA E SILVA",9034,384,4.25060881115785
"410","IPANEMA","GUSTAVO BOHRER PAIM",9034,94,1.04051361523135
"411","IPANEMA","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",9034,227,2.51272968784592
"412","IPANEMA","JULIANA BRIZOLA",9034,572,6.33163604162054
"413","IPANEMA","JULIO CESAR LEIRIAS FLORES",9034,5,0.0553464688952845
"414","IPANEMA","LUIZ DELVAIR MARTINS BARROS",9034,1,0.0110692937790569
"415","IPANEMA","MANUELA PINTO VIEIRA D AVILA",9034,2378,26.3227806065973
"416","IPANEMA","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",9034,11,0.121762231569626
"417","IPANEMA","NELSON MARCHEZAN JÚNIOR",9034,1887,20.8877573610804
"418","IPANEMA","RODRIGO MARINI MARONI",9034,45,0.49811822005756
"419","IPANEMA","SEBASTIÃO DE ARAÚJO MELO",9034,3153,34.9014832853664
"420","IPANEMA","VALTER LUIS DA COSTA NAGELSTEIN",9034,277,3.06619437679876
"421","JARDIM BOTÂNICO","FERNANDA MELCHIONNA E SILVA",7103,334,4.70223849077854
"422","JARDIM BOTÂNICO","GUSTAVO BOHRER PAIM",7103,102,1.43601295227369
"423","JARDIM BOTÂNICO","JOÃO DERLY DE OLIVEIRA NUNES JUNIOR",7103,100,1.40785583556244
"424","JARDIM BOTÂNICO","JULIANA BRIZOLA",7103,410,5.772208925806
"425","JARDIM BOTÂNICO","JULIO CESAR LEIRIAS FLORES",7103,10,0.140785583556244
"426","JARDIM BOTÂNICO","LUIZ DELVAIR MARTINS BARROS",7103,2,0.0281571167112488
"427","JARDIM BOTÂNICO","MANUELA PINTO VIEIRA D AVILA",7103,2157,30.3674503730818
"428","JARDIM BOTÂNICO","MONTSERRAT ANTÔNIO DE VASCONCELLOS MARTINS",7103,25,0.35196395889061
"429","JARDIM BOTÂNICO","NELSON MARCHEZAN JÚNIOR",7103,1587,22.3426721103759
"430","JARDIM BOTÂNICO","RODRIGO MARINI MARONI",7103,18,0.253414050401239
"431","JARDIM BOTÂNICO","SEBASTIÃO DE ARAÚJO MELO",7103,2101,29.5790511051668
"432","JARDIM BOTÂNICO","VALTER LUIS DA COSTA NAGELSTEIN",7103,257,3.61818949739547
"433","JARDIM CARVALHO","FERNANDA MELCHIONNA E SILVA",9761,442,4.528224567155
